Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
UFC Interim Bantamweight Title Bout,False,False, 4, Submission, Arm Triangle From Side Control, Renan Barao, Michael McDonald, Michael McDonald, Renan Barao,0,0,1,0,0,0,0,92,26,28,92,26,29.0,0,0,0,0,0,0,77,18,24.0,14,7,50.0,1,1,100.0,0,4,10,40,1,4,0,112,36,32,97,28,29.0,9,2,23.0,6,6,100.0,88,25,29.0,16,6,38.0,8,5,63.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Cub Swanson, Dustin Poirier, Dustin Poirier, Cub Swanson,0,2,9,22,0,0,0,140,58,41,107,33,31.0,8,3,38.0,25,22,88.0,125,52,42.0,9,5,56.0,6,1,17.0,0,2,2,100,0,3,0,126,58,46,100,40,40.0,17,11,65.0,9,7,78.0,107,45,43.0,7,5,72.0,12,8,67.0
Light Heavyweight Bout,False,False, 1, TKO - Doctor's Stoppage, Leg Injury, Jimi Manuwa, Cyrille Diabate, Cyrille Diabate, Jimi Manuwa,0,0,0,0,0,0,0,14,9,64,4,1,25.0,9,7,78.0,1,1,100.0,5,2,40.0,9,7,78.0,0,0,0,0,3,3,100,0,1,0,36,18,50,26,10,39.0,3,1,34.0,7,7,100.0,23,9,40.0,10,8,80.0,3,1,34.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Gunnar Nelson, Jorge Santiago, Jorge Santiago, Gunnar Nelson,0,0,0,0,0,0,0,123,43,34,93,19,21.0,28,22,79.0,2,2,100.0,92,20,22.0,30,22,74.0,1,1,100.0,0,2,4,50,0,3,0,80,42,52,67,32,48.0,7,4,58.0,6,6,100.0,48,21,44.0,9,6,67.0,23,15,66.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, James Te Huna, Ryan Jimmo, Ryan Jimmo, James Te Huna,1,0,2,0,0,2,0,52,34,65,45,28,63.0,1,1,100.0,6,5,84.0,11,6,55.0,5,5,100.0,36,23,64.0,0,2,5,40,0,4,0,79,49,62,58,34,59.0,11,7,64.0,10,8,80.0,11,1,10.0,19,14,74.0,49,34,70.0
Welterweight Bout,False,True, 3, Overturned,, Che Mills, Matthew Riddle,,,0,0,1,0,0,0,1,50,28,56,31,12,39.0,7,4,58.0,12,12,100.0,27,11,41.0,14,10,72.0,9,7,78.0,0,5,14,35,0,6,0,40,23,57,24,14,59.0,6,3,50.0,10,6,60.0,16,7,44.0,12,5,42.0,12,11,92.0
Welterweight Bout,False,True, 3, Overturned,, Che Mills, Matthew Riddle,,,0,0,1,0,0,0,1,50,28,56,31,12,39.0,7,4,58.0,12,12,100.0,27,11,41.0,14,10,72.0,9,7,78.0,0,5,14,35,0,6,0,40,23,57,24,14,59.0,6,3,50.0,10,6,60.0,16,7,44.0,12,5,42.0,12,11,92.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Terry Etim, Renee Forte, Terry Etim, Renee Forte,0,0,0,0,0,0,0,62,13,20,49,5,11.0,7,4,58.0,6,4,67.0,57,10,18.0,5,3,60.0,0,0,0,1,2,3,66,0,4,0,119,47,39,102,38,38.0,11,5,46.0,6,4,67.0,58,16,28.0,17,12,71.0,44,19,44.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Paul Sass, Danny Castillo, Paul Sass, Danny Castillo,0,0,0,0,5,0,0,23,4,17,20,2,10.0,1,1,100.0,2,1,50.0,23,4,18.0,0,0,0,0,0,0,0,4,6,66,0,2,0,67,38,56,64,35,55.0,1,1,100.0,2,2,100.0,7,1,15.0,0,0,0,60,37,62.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Andy Ogle, Josh Grispi, Josh Grispi, Andy Ogle,0,1,2,50,2,1,0,26,7,26,15,0,0.0,4,2,50.0,7,5,72.0,25,6,24.0,1,1,100.0,0,0,0,0,2,2,100,0,2,1,42,19,45,32,10,32.0,9,8,89.0,1,1,100.0,29,8,28.0,0,0,0,13,11,85.0
Middleweight Bout,False,False, 2, KO/TKO, Knee to Body In Clinch, Tom Watson, Stanislav Nedkov, Stanislav Nedkov, Tom Watson,0,5,6,83,0,0,0,78,39,50,62,26,42.0,16,13,82.0,0,0,0,18,5,28.0,29,19,66.0,31,15,49.0,1,0,0,0,0,0,0,102,56,54,66,31,47.0,34,23,68.0,2,2,100.0,16,3,19.0,81,50,62.0,5,3,60.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Vaughan Lee, Motonobu Tezuka, Motonobu Tezuka, Vaughan Lee,0,1,15,6,1,0,0,35,4,11,28,1,4.0,0,0,0,7,3,43.0,34,4,12.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,48,20,41,28,7,25.0,14,9,65.0,6,4,67.0,28,6,22.0,18,12,67.0,2,2,100.0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Phil Harris, Ulysses Gomez, Ulysses Gomez, Phil Harris,0,0,3,0,0,0,0,159,35,22,111,8,8.0,4,0,0.0,44,27,62.0,159,35,23.0,0,0,0,0,0,0,0,1,1,100,0,0,0,150,33,22,121,12,10.0,8,3,38.0,21,18,86.0,143,29,21.0,5,4,80.0,2,0,0.0
UFC Featherweight Title Bout,False,False, 5, Decision - Unanimous,, Jose Aldo, Frankie Edgar, Frankie Edgar, Jose Aldo,0,2,11,18,0,0,0,272,60,22,214,24,12.0,29,14,49.0,29,22,76.0,264,55,21.0,8,5,63.0,0,0,0,0,0,0,0,0,0,0,253,76,30,235,65,28.0,8,2,25.0,10,9,90.0,250,76,31.0,3,0,0.0,0,0,0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Rashad Evans, Rogerio Nogueira, Rashad Evans, Rogerio Nogueira,0,1,5,20,0,0,0,81,22,27,67,16,24.0,10,4,40.0,4,2,50.0,73,17,24.0,8,5,63.0,0,0,0,0,0,0,0,0,0,0,152,40,26,131,28,22.0,18,10,56.0,3,2,67.0,147,37,26.0,5,3,60.0,0,0,0
Heavyweight Bout,False,False, 3, KO/TKO, Punches to Head At Distance, Alistair Overeem, Antonio Silva, Alistair Overeem, Antonio Silva,0,1,1,100,0,1,0,71,51,71,38,22,58.0,31,27,88.0,2,2,100.0,27,14,52.0,22,18,82.0,22,19,87.0,1,0,1,0,0,0,0,48,21,43,40,18,45.0,3,2,67.0,5,1,20.0,30,11,37.0,16,9,57.0,2,1,50.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Jon Fitch, Demian Maia, Jon Fitch, Demian Maia,0,0,0,0,1,0,0,16,6,37,12,3,25.0,2,1,50.0,2,2,100.0,14,5,36.0,1,0,0.0,1,1,100.0,0,7,17,41,3,5,0,17,12,70,11,7,64.0,2,1,50.0,4,4,100.0,5,1,20.0,4,3,75.0,8,8,100.0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Joseph Benavidez, Ian McCall, Ian McCall, Joseph Benavidez,0,1,4,25,0,2,0,113,40,35,70,18,26.0,24,13,55.0,19,9,48.0,94,30,32.0,16,8,50.0,3,2,67.0,0,0,1,0,0,0,0,184,57,30,135,33,25.0,23,12,53.0,26,12,47.0,177,52,30.0,7,5,72.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Split,, Gleison Tibau, Evan Dunham, Gleison Tibau, Evan Dunham,0,2,9,22,1,0,0,169,37,21,156,28,18.0,10,6,60.0,3,3,100.0,154,31,21.0,15,6,40.0,0,0,0,0,0,9,0,0,0,0,237,91,38,210,76,37.0,21,10,48.0,6,5,84.0,209,73,35.0,28,18,65.0,0,0,0
Welterweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Tyron Woodley, Jay Hieron, Jay Hieron, Tyron Woodley,0,0,0,0,0,0,0,2,0,0,2,0,0.0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,15,68,19,13,69.0,3,2,67.0,0,0,0,5,2,40.0,0,0,0,17,13,77.0
Lightweight Bout,False,False, 3, Submission, Rear Naked Choke, Jacob Volkmann, Bobby Green, Jacob Volkmann, Bobby Green,0,4,12,33,0,5,0,51,6,11,37,4,11.0,6,1,17.0,8,1,13.0,44,3,7.0,0,0,0,7,3,43.0,0,1,1,100,1,4,2,90,54,60,64,34,54.0,19,14,74.0,7,6,86.0,44,17,39.0,9,9,100.0,37,28,76.0
Lightweight Bout,False,False, 3, Decision - Split,, Yves Edwards, Isaac Vallie-Flagg, Yves Edwards, Isaac Vallie-Flagg,0,1,3,33,0,4,0,115,58,50,82,32,40.0,20,14,70.0,13,12,93.0,98,46,47.0,17,12,71.0,0,0,0,0,0,0,0,0,0,0,222,76,34,180,47,27.0,27,18,67.0,15,11,74.0,179,52,30.0,43,24,56.0,0,0,0
Bantamweight Bout,False,False, 3, Submission, Rear Naked Choke, Chico Camus, Dustin Kimura, Chico Camus, Dustin Kimura,0,1,3,33,0,0,1,41,23,56,28,12,43.0,5,4,80.0,8,7,88.0,31,15,49.0,3,3,100.0,7,5,72.0,0,0,0,0,5,3,1,56,16,28,50,13,26.0,4,3,75.0,2,0,0.0,44,9,21.0,3,2,67.0,9,5,56.0
Bantamweight Bout,False,False, 2, KO/TKO, Punches to Head At Distance, Edwin Figueroa, Francisco Rivera, Edwin Figueroa, Francisco Rivera,1,1,1,100,0,0,0,97,24,24,85,18,22.0,8,4,50.0,4,2,50.0,89,19,22.0,2,1,50.0,6,4,67.0,1,2,2,100,0,1,0,127,51,40,89,25,29.0,12,8,67.0,26,18,70.0,115,44,39.0,3,2,67.0,9,5,56.0
UFC Flyweight Title Bout,False,False, 5, Decision - Unanimous,, Demetrious Johnson, John Dodson, John Dodson, Demetrious Johnson,1,1,4,25,0,0,0,156,57,36,109,25,23.0,35,23,66.0,12,9,75.0,133,40,31.0,22,16,73.0,1,1,100.0,0,5,15,33,0,0,0,247,127,51,154,70,46.0,44,29,66.0,49,28,58.0,158,51,33.0,84,73,87.0,5,3,60.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Rampage Jackson, Glover Teixeira, Rampage Jackson, Glover Teixeira,0,0,4,0,0,0,0,169,53,31,161,45,28.0,5,5,100.0,3,3,100.0,158,49,32.0,11,4,37.0,0,0,0,1,5,5,100,0,5,0,179,80,44,164,70,43.0,14,9,65.0,1,1,100.0,131,48,37.0,13,9,70.0,35,23,66.0
Lightweight Bout,False,False, 1, KO/TKO, Kick to Body At Distance, Anthony Pettis, Donald Cerrone, Donald Cerrone, Anthony Pettis,0,0,0,0,0,0,0,12,4,33,8,2,25.0,2,1,50.0,2,1,50.0,12,4,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,18,64,21,13,62.0,6,4,67.0,1,1,100.0,26,16,62.0,0,0,0,2,2,100.0
Featherweight Bout,False,False, 2, KO/TKO, Elbows to Head On Ground, Erik Koch, Ricardo Lamas, Erik Koch, Ricardo Lamas,0,0,0,0,0,0,0,44,14,31,37,9,25.0,3,2,67.0,4,3,75.0,42,12,29.0,2,2,100.0,0,0,0,0,2,8,25,0,0,0,56,32,57,36,18,50.0,9,7,78.0,11,7,64.0,29,10,35.0,7,7,100.0,20,15,75.0
Lightweight Bout,False,False, 1, KO/TKO, Elbows to Head In Clinch, TJ Grant, Matt Wiman, Matt Wiman, TJ Grant,0,0,1,0,0,0,0,57,18,31,44,9,21.0,5,2,40.0,8,7,88.0,51,16,32.0,6,2,34.0,0,0,0,1,0,0,0,0,0,0,93,54,58,73,37,51.0,18,15,84.0,2,2,100.0,54,25,47.0,24,20,84.0,15,9,60.0
Featherweight Bout,False,False, 3, Decision - Split,, Clay Guida, Hatsu Hioki, Hatsu Hioki, Clay Guida,0,0,0,0,1,0,0,99,41,41,74,29,40.0,20,9,45.0,5,3,60.0,91,36,40.0,5,2,40.0,3,3,100.0,0,3,6,50,0,1,0,112,26,23,85,14,17.0,9,2,23.0,18,10,56.0,100,22,22.0,2,1,50.0,10,3,30.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Mike Stumpf, Pascal Krauss, Mike Stumpf, Pascal Krauss,0,2,8,25,0,2,0,142,63,44,95,26,28.0,26,16,62.0,21,21,100.0,122,51,42.0,19,12,64.0,1,0,0.0,0,1,2,50,1,0,0,309,163,52,254,115,46.0,26,19,74.0,29,29,100.0,242,116,48.0,64,44,69.0,3,3,100.0
Light Heavyweight Bout,False,False, 1, Submission, Guillotine Choke After Drop to Half Guard, Ryan Bader, Vladimir Matyushenko, Vladimir Matyushenko, Ryan Bader,0,0,0,0,0,0,0,4,0,0,4,0,0.0,0,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,3,50,5,2,40.0,0,0,0,1,1,100.0,4,3,75.0,0,0,0,2,0,0.0
Heavyweight Bout,False,False, 2, KO/TKO, to On Ground, Mike Russow, Shawn Jordan, Mike Russow, Shawn Jordan,0,1,6,16,0,0,0,45,25,55,45,25,56.0,0,0,0,0,0,0,27,15,56.0,18,10,56.0,0,0,0,0,2,2,100,0,4,0,72,42,58,68,39,58.0,4,3,75.0,0,0,0,36,11,31.0,13,9,70.0,23,22,96.0
Middleweight Bout,False,False, 3, Submission, Arm Triangle From Mount, Rafael Natal, Sean Spencer, Sean Spencer, Rafael Natal,0,0,0,0,0,0,0,84,12,14,78,11,15.0,5,1,20.0,1,0,0.0,82,11,14.0,2,1,50.0,0,0,0,0,4,6,66,4,4,0,111,64,57,92,47,52.0,8,6,75.0,11,11,100.0,60,25,42.0,2,1,50.0,49,38,78.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Simeon Thoresen, David Mitchell, Simeon Thoresen, David Mitchell,0,1,1,100,0,1,0,115,49,42,98,36,37.0,9,6,67.0,8,7,88.0,93,39,42.0,20,10,50.0,2,0,0.0,0,1,2,50,2,1,1,159,60,37,145,52,36.0,10,7,70.0,4,1,25.0,120,41,35.0,14,6,43.0,25,13,52.0
Middleweight Bout,False,False, 2, KO/TKO, Kick to Head At Distance, Vitor Belfort, Michael Bisping, Michael Bisping, Vitor Belfort,0,0,1,0,0,0,0,66,14,21,57,8,15.0,2,0,0.0,7,6,86.0,65,14,22.0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,53,18,33,46,12,27.0,7,6,86.0,0,0,0,44,12,28.0,2,1,50.0,7,5,72.0
Middleweight Bout,False,False, 3, Decision - Split,, Daniel Sarafian, CB Dollaway, Daniel Sarafian, CB Dollaway,1,0,6,0,0,2,0,98,38,38,75,26,35.0,23,12,53.0,0,0,0,95,35,37.0,2,2,100.0,1,1,100.0,0,2,6,33,0,3,1,152,62,40,134,47,36.0,12,9,75.0,6,6,100.0,121,43,36.0,5,2,40.0,26,17,66.0
Heavyweight Bout,False,False, 2, Submission, Guillotine Choke After Drop to Guard, Gabriel Gonzaga, Ben Rothwell, Ben Rothwell, Gabriel Gonzaga,0,0,0,0,0,0,0,27,12,44,25,10,40.0,2,2,100.0,0,0,0,22,9,41.0,5,3,60.0,0,0,0,0,3,8,37,1,0,0,28,17,60,20,11,56.0,7,5,72.0,1,1,100.0,16,9,57.0,12,8,67.0,0,0,0
Lightweight Bout,False,False, 1, KO/TKO, Elbows to Head From Half Guard, Thiago Tavares, Khabib Nurmagomedov, Thiago Tavares, Khabib Nurmagomedov,0,0,0,0,0,0,0,10,2,20,7,0,0.0,2,1,50.0,1,1,100.0,10,2,20.0,0,0,0,0,0,0,1,0,0,0,0,1,0,31,22,70,29,22,76.0,2,0,0.0,0,0,0,12,5,42.0,0,0,0,19,17,90.0
Featherweight Bout,False,False, 3, Decision - Split,, Godofredo Pepey, Milton Vieira, Milton Vieira, Godofredo Pepey,0,5,6,83,0,0,0,34,17,50,25,8,32.0,6,6,100.0,3,3,100.0,28,12,43.0,3,3,100.0,3,2,67.0,0,0,1,0,0,2,1,76,36,47,56,18,33.0,5,5,100.0,15,13,87.0,64,26,41.0,6,4,67.0,6,6,100.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Ronny Markes, Andrew Craig, Andrew Craig, Ronny Markes,0,0,1,0,0,1,1,29,20,68,21,12,58.0,7,7,100.0,1,1,100.0,13,5,39.0,6,6,100.0,10,9,90.0,0,2,12,16,2,3,0,9,5,55,7,3,43.0,1,1,100.0,1,1,100.0,7,3,43.0,1,1,100.0,1,1,100.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Diego Nunes, Nik Lentz, Diego Nunes, Nik Lentz,0,0,0,0,0,0,0,32,18,56,24,12,50.0,6,4,67.0,2,2,100.0,25,13,52.0,5,3,60.0,2,2,100.0,0,10,21,47,0,8,0,74,56,75,51,34,67.0,7,7,100.0,16,15,94.0,21,9,43.0,17,16,95.0,36,31,87.0
Lightweight Bout,False,False, 1, KO/TKO, Punches to Head On Ground Submission to Strikes, Edson Barboza, Lucas Martins, Lucas Martins, Edson Barboza,0,0,0,0,0,0,0,31,12,38,27,9,34.0,2,2,100.0,2,1,50.0,31,12,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,26,57,30,15,50.0,5,3,60.0,10,8,80.0,36,20,56.0,0,0,0,9,6,67.0
Bantamweight Bout,False,True, 1, Could Not Continue, Strikes to Back of Head by Alcantara, Iuri Alcantara, Pedro Nobre,,,0,1,1,100,1,3,0,31,20,64,25,17,68.0,5,3,60.0,1,0,0.0,16,6,38.0,0,0,0,15,14,94.0,0,0,1,0,0,0,0,10,3,30,7,1,15.0,1,1,100.0,2,1,50.0,10,3,30.0,0,0,0,0,0,0
Bantamweight Bout,False,True, 1, Could Not Continue, Strikes to Back of Head by Alcantara, Iuri Alcantara, Pedro Nobre,,,0,1,1,100,1,3,0,31,20,64,25,17,68.0,5,3,60.0,1,0,0.0,16,6,38.0,0,0,0,15,14,94.0,0,0,1,0,0,0,0,10,3,30,7,1,15.0,1,1,100.0,2,1,50.0,10,3,30.0,0,0,0,0,0,0
Light Heavyweight Bout,False,False, 2, Submission, Kneebar From Bottom Half Guard, Wagner Prado, Ildemar Alcantara, Wagner Prado, Ildemar Alcantara,0,0,1,0,0,1,1,53,28,52,30,14,47.0,22,14,64.0,1,0,0.0,48,25,53.0,3,3,100.0,2,0,0.0,0,2,3,66,3,1,0,55,24,43,36,10,28.0,17,12,71.0,2,2,100.0,52,22,43.0,3,2,67.0,0,0,0
Lightweight Bout,False,False, 2, Submission, Arm Triangle From Half Guard, Francisco Trinaldo, CJ Keith, CJ Keith, Francisco Trinaldo,0,0,1,0,0,0,1,9,3,33,6,2,34.0,1,0,0.0,2,1,50.0,7,1,15.0,0,0,0,2,2,100.0,0,2,5,40,1,4,0,19,12,63,10,5,50.0,5,5,100.0,4,2,50.0,4,1,25.0,6,4,67.0,9,7,78.0
UFC Heavyweight Title Bout,False,False, 5, Decision - Unanimous,, Junior Dos Santos, Cain Velasquez, Junior Dos Santos, Cain Velasquez,0,0,1,0,0,0,0,137,57,41,102,32,32.0,35,25,72.0,0,0,0,117,43,37.0,20,14,70.0,0,0,0,1,11,33,33,0,3,0,224,111,49,193,82,43.0,27,25,93.0,4,4,100.0,122,35,29.0,53,39,74.0,49,37,76.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Jim Miller, Joe Lauzon, Joe Lauzon, Jim Miller,0,0,1,0,3,1,1,123,35,28,109,25,23.0,8,6,75.0,6,4,67.0,109,26,24.0,11,7,64.0,3,2,67.0,0,1,1,100,2,2,0,204,91,44,164,61,38.0,25,19,76.0,15,11,74.0,158,57,37.0,36,27,75.0,10,7,70.0
Middleweight Bout,False,False, 3, KO/TKO, Punches to Head On Ground, Tim Boetsch, Costas Philippou, Tim Boetsch, Costas Philippou,1,2,8,25,0,0,0,53,25,47,28,8,29.0,21,13,62.0,4,4,100.0,37,13,36.0,14,11,79.0,2,1,50.0,0,0,0,0,0,0,0,74,28,37,70,27,39.0,3,1,34.0,1,0,0.0,34,5,15.0,9,6,67.0,31,17,55.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Yushin Okami, Alan Belcher, Alan Belcher, Yushin Okami,0,0,0,0,2,2,0,28,6,21,26,4,16.0,0,0,0,2,2,100.0,28,6,22.0,0,0,0,0,0,0,0,1,5,20,0,8,0,44,20,45,38,14,37.0,5,5,100.0,1,1,100.0,26,5,20.0,3,2,67.0,15,13,87.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Chris Leben, Derek Brunson, Chris Leben, Derek Brunson,0,0,0,0,0,0,0,94,40,42,69,20,29.0,2,2,100.0,23,18,79.0,89,36,41.0,5,4,80.0,0,0,0,0,4,13,30,1,4,0,130,41,31,109,30,28.0,7,4,58.0,14,7,50.0,105,29,28.0,4,2,50.0,21,10,48.0
Bantamweight Bout,False,False, 3, Decision - Split,, Brad Pickett, Eddie Wineland, Brad Pickett, Eddie Wineland,0,0,0,0,0,0,0,212,67,31,154,33,22.0,33,16,49.0,25,18,72.0,212,67,32.0,0,0,0,0,0,0,1,0,2,0,0,0,0,294,90,30,276,83,31.0,18,7,39.0,0,0,0,294,90,31.0,0,0,0,0,0,0
Bantamweight Bout,False,False, 1, KO/TKO, Punches to Head On Ground, Erik Perez, Byron Bloodworth, Byron Bloodworth, Erik Perez,0,0,0,0,0,0,0,11,8,72,5,3,60.0,5,4,80.0,1,1,100.0,5,3,60.0,6,5,84.0,0,0,0,1,0,0,0,0,0,0,58,40,68,41,23,57.0,13,13,100.0,4,4,100.0,6,3,50.0,16,16,100.0,36,21,59.0
Lightweight Bout,False,False, 3, Decision - Split,, Melvin Guillard, Jamie Varner, Melvin Guillard, Jamie Varner,0,0,1,0,1,1,0,112,57,50,85,31,37.0,11,10,91.0,16,16,100.0,101,49,49.0,3,3,100.0,8,5,63.0,0,7,10,70,1,0,0,97,32,32,83,23,28.0,12,7,59.0,2,2,100.0,86,27,32.0,11,5,46.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Michael Johnson, Myles Jury, Michael Johnson, Myles Jury,0,0,0,0,0,0,0,41,6,14,28,2,8.0,6,1,17.0,7,3,43.0,40,5,13.0,1,1,100.0,0,0,0,0,3,6,50,1,7,0,121,56,46,112,48,43.0,1,0,0.0,8,8,100.0,44,10,23.0,2,2,100.0,75,44,59.0
Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Philip De Fries, Todd Duffee, Philip De Fries, Todd Duffee,0,1,1,100,0,0,0,13,7,53,12,7,59.0,1,0,0.0,0,0,0,5,0,0.0,8,7,88.0,0,0,0,1,0,0,0,0,0,0,31,20,64,24,14,59.0,6,5,84.0,1,1,100.0,21,13,62.0,10,7,70.0,0,0,0
Featherweight Bout,False,False, 3, Decision - Split,, Leonard Garcia, Max Holloway, Leonard Garcia, Max Holloway,0,2,4,50,0,1,0,359,89,24,320,64,20.0,24,10,42.0,15,15,100.0,346,82,24.0,12,7,59.0,1,0,0.0,1,0,0,0,0,0,0,269,120,44,193,68,36.0,61,38,63.0,15,14,94.0,261,114,44.0,7,6,86.0,1,0,0.0
Flyweight Bout,False,False, 3, Submission, Guillotine Choke Standing, Chris Cariaso, John Moraga, Chris Cariaso, John Moraga,0,1,2,50,0,0,0,122,39,31,93,19,21.0,19,10,53.0,10,10,100.0,108,34,32.0,12,5,42.0,2,0,0.0,0,2,2,100,1,0,0,74,26,35,52,15,29.0,18,8,45.0,4,3,75.0,65,21,33.0,9,5,56.0,0,0,0
Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Roy Nelson, Matt Mitrione, Matt Mitrione, Roy Nelson,0,0,0,0,0,0,0,28,13,46,22,9,41.0,5,3,60.0,1,1,100.0,25,10,40.0,3,3,100.0,0,0,0,1,0,1,0,0,0,0,53,23,43,51,22,44.0,1,0,0.0,1,1,100.0,47,19,41.0,1,0,0.0,5,4,80.0
Ultimate Fighter 16 Welterweight Tournament Title Bout,False,False, 3, Decision - Unanimous,, Colton Smith, Mike Ricci, Mike Ricci, Colton Smith,0,0,0,0,0,1,1,15,9,60,11,6,55.0,3,2,67.0,1,1,100.0,9,5,56.0,1,0,0.0,5,4,80.0,0,7,16,43,1,5,0,18,15,83,5,3,60.0,2,1,50.0,11,11,100.0,6,4,67.0,4,4,100.0,8,7,88.0
Heavyweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Pat Barry, Shane del Rosario, Shane del Rosario, Pat Barry,0,1,4,25,2,1,0,25,14,56,9,1,12.0,11,8,73.0,5,5,100.0,12,4,34.0,13,10,77.0,0,0,0,1,0,0,0,0,1,0,15,11,73,11,8,73.0,1,0,0.0,3,3,100.0,13,11,85.0,0,0,0,2,0,0.0
Featherweight Bout,False,False, 1, Submission, D'Arce Choke From Front Headlock, Dustin Poirier, Jonathan Brookins, Jonathan Brookins, Dustin Poirier,0,0,2,0,0,0,0,54,26,48,46,20,44.0,7,6,86.0,1,0,0.0,26,12,47.0,28,14,50.0,0,0,0,0,0,2,0,1,0,0,73,35,47,65,28,44.0,5,4,80.0,3,3,100.0,34,13,39.0,39,22,57.0,0,0,0
Welterweight Bout,False,False, 1, KO/TKO, Knee to Head In Clinch, Mike Pyle, James Head, James Head, Mike Pyle,0,0,0,0,0,0,0,25,13,52,18,7,39.0,7,6,86.0,0,0,0,14,5,36.0,11,8,73.0,0,0,0,1,0,0,0,0,0,0,17,9,52,14,7,50.0,2,1,50.0,1,1,100.0,4,2,50.0,6,2,34.0,7,5,72.0
Bantamweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Johnny Bedford, Marcos Vinicius, Marcos Vinicius, Johnny Bedford,0,0,0,0,1,0,0,15,4,26,7,2,29.0,6,0,0.0,2,2,100.0,14,3,22.0,1,1,100.0,0,0,0,2,1,1,100,0,1,0,60,34,56,48,27,57.0,7,4,58.0,5,3,60.0,36,16,45.0,5,3,60.0,19,15,79.0
