Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
Welterweight Bout,False,False, 2, Submission, Armbar From Bottom Guard, Matt Brown, Ryan Thomas, Ryan Thomas, Matt Brown,0,5,8,62,0,2,0,22,15,68,14,8,58.0,6,5,84.0,2,2,100.0,10,3,30.0,2,2,100.0,10,10,100.0,0,1,1,100,3,0,0,23,15,65,15,7,47.0,7,7,100.0,1,1,100.0,13,5,39.0,7,7,100.0,3,3,100.0
UFC Middleweight Title Bout,False,False, 3, KO/TKO, to Knee Injury, Anderson Silva, Patrick Cote, Patrick Cote, Anderson Silva,0,0,3,0,0,0,0,49,16,32,27,3,12.0,2,2,100.0,20,11,56.0,43,13,31.0,4,1,25.0,2,2,100.0,0,1,1,100,0,0,0,40,29,72,21,11,53.0,10,9,90.0,9,9,100.0,29,21,73.0,10,7,70.0,1,1,100.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Thiago Alves, Josh Koscheck, Josh Koscheck, Thiago Alves,0,0,5,0,0,0,0,128,39,30,106,25,24.0,17,9,53.0,5,5,100.0,121,34,29.0,7,5,72.0,0,0,0,2,0,2,0,0,0,0,181,80,44,134,43,33.0,4,2,50.0,43,35,82.0,162,68,42.0,17,10,59.0,2,2,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Gray Maynard, Rich Clementi, Rich Clementi, Gray Maynard,0,0,0,0,0,0,1,42,7,16,37,3,9.0,1,0,0.0,4,4,100.0,32,5,16.0,6,0,0.0,4,2,50.0,0,5,7,71,2,7,0,61,22,36,55,17,31.0,6,5,84.0,0,0,0,46,14,31.0,2,2,100.0,13,6,47.0
Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Junior Dos Santos, Fabricio Werdum, Fabricio Werdum, Junior Dos Santos,0,0,0,0,0,0,0,6,6,100,1,1,100.0,0,0,0,5,5,100.0,5,5,100.0,1,1,100.0,0,0,0,1,0,0,0,0,0,0,11,7,63,7,5,72.0,3,1,34.0,1,1,100.0,7,3,43.0,0,0,0,4,4,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Sean Sherk, Tyson Griffin, Tyson Griffin, Sean Sherk,0,0,2,0,0,0,0,240,74,30,208,50,25.0,21,16,77.0,11,8,73.0,229,67,30.0,11,7,64.0,0,0,0,0,3,7,42,0,2,0,253,92,36,226,66,30.0,11,11,100.0,16,15,94.0,230,78,34.0,23,14,61.0,0,0,0
Middleweight Bout,False,False, 1, Submission, Rear Naked Choke, Thales Leites, Drew McFedries, Drew McFedries, Thales Leites,0,0,0,0,0,0,0,2,1,50,1,1,100.0,1,0,0.0,0,0,0,2,1,50.0,0,0,0,0,0,0,0,1,2,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightweight Bout,False,False, 3, Submission, Triangle Choke From Bottom Guard, Spencer Fisher, Shannon Gugerty, Shannon Gugerty, Spencer Fisher,0,2,13,15,1,0,0,46,28,60,23,7,31.0,12,10,84.0,11,11,100.0,31,16,52.0,13,10,77.0,2,2,100.0,1,0,2,0,2,0,1,54,30,55,31,13,42.0,16,10,63.0,7,7,100.0,25,10,40.0,25,18,72.0,4,2,50.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Dan Miller, Matt Horwich, Matt Horwich, Dan Miller,0,0,0,0,5,2,2,24,15,62,19,10,53.0,5,5,100.0,0,0,0,8,4,50.0,9,4,45.0,7,7,100.0,0,6,7,85,0,1,0,49,31,63,44,26,60.0,4,4,100.0,1,1,100.0,13,7,54.0,5,5,100.0,31,19,62.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Hermes Franca, Marcus Aurelio, Marcus Aurelio, Hermes Franca,0,1,9,11,0,1,0,104,40,38,97,34,36.0,3,2,67.0,4,4,100.0,100,37,37.0,2,1,50.0,2,2,100.0,0,0,0,0,0,0,0,122,60,49,71,24,34.0,4,1,25.0,47,35,75.0,121,60,50.0,1,0,0.0,0,0,0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Pete Sell, Joshua Burkman, Joshua Burkman, Pete Sell,0,4,6,66,0,1,0,112,50,44,97,37,39.0,10,8,80.0,5,5,100.0,85,28,33.0,14,9,65.0,13,13,100.0,0,1,10,10,1,1,0,123,65,52,109,52,48.0,11,10,91.0,3,3,100.0,117,61,53.0,6,4,67.0,0,0,0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Michael Bisping, Chris Leben, Chris Leben, Michael Bisping,0,1,2,50,0,0,0,164,51,31,117,22,19.0,24,12,50.0,23,17,74.0,142,43,31.0,22,8,37.0,0,0,0,0,1,3,33,0,0,0,160,70,43,133,52,40.0,21,14,67.0,6,4,67.0,145,65,45.0,15,5,34.0,0,0,0
Light Heavyweight Bout,False,False, 3, Decision - Split,, Keith Jardine, Brandon Vera, Brandon Vera, Keith Jardine,1,1,1,100,0,0,0,86,48,55,62,27,44.0,14,12,86.0,10,9,90.0,65,35,54.0,10,4,40.0,11,9,82.0,1,2,4,50,0,0,0,131,50,38,114,35,31.0,6,5,84.0,11,10,91.0,81,27,34.0,27,13,49.0,23,10,44.0
Light Heavyweight Bout,False,False, 2, KO/TKO, Punches to Head On Ground, Luiz Cane, Rameau Thierry Sokoudjou, Rameau Thierry Sokoudjou, Luiz Cane,0,0,1,0,0,0,0,82,28,34,65,16,25.0,9,8,89.0,8,4,50.0,78,27,35.0,4,1,25.0,0,0,0,1,0,0,0,0,0,0,78,41,52,72,37,52.0,5,3,60.0,1,1,100.0,60,28,47.0,5,2,40.0,13,11,85.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Chris Lytle, Paul Taylor, Paul Taylor, Chris Lytle,0,0,2,0,0,0,0,160,85,53,109,42,39.0,23,15,66.0,28,28,100.0,105,48,46.0,55,37,68.0,0,0,0,0,2,3,66,0,1,0,194,102,52,131,54,42.0,57,42,74.0,6,6,100.0,128,56,44.0,63,43,69.0,3,3,100.0
Welterweight Bout,False,False, 2, Submission, Guillotine Choke From Bottom Guard, Marcus Davis, Paul Kelly, Paul Kelly, Marcus Davis,0,1,1,100,1,0,0,56,3,5,55,2,4.0,1,1,100.0,0,0,0,55,3,6.0,1,0,0.0,0,0,0,0,1,1,100,1,2,0,63,25,39,46,12,27.0,5,3,60.0,12,10,84.0,62,24,39.0,0,0,0,1,1,100.0
Welterweight Bout,False,False, 3, Decision - Split,, Dan Hardy, Akihiro Gono, Akihiro Gono, Dan Hardy,0,3,4,75,0,1,0,107,56,52,63,28,45.0,20,14,70.0,24,14,59.0,98,50,52.0,7,4,58.0,2,2,100.0,0,0,0,0,0,0,0,186,57,30,133,24,19.0,20,12,60.0,33,21,64.0,170,53,32.0,16,4,25.0,0,0,0
Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head From Mount, Shane Carwin, Neil Wain, Neil Wain, Shane Carwin,0,0,0,0,0,0,0,8,4,50,8,4,50.0,0,0,0,0,0,0,5,3,60.0,3,1,34.0,0,0,0,0,1,2,50,0,3,0,23,13,56,21,11,53.0,2,2,100.0,0,0,0,2,0,0.0,4,2,50.0,17,11,65.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, David Bielkheden, Jess Liaudin, Jess Liaudin, David Bielkheden,0,1,1,100,2,1,0,25,12,48,25,12,48.0,0,0,0,0,0,0,7,1,15.0,4,4,100.0,14,7,50.0,0,7,11,63,0,2,0,53,36,67,49,32,66.0,4,4,100.0,0,0,0,4,0,0.0,19,16,85.0,30,20,67.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Terry Etim, Sam Stout, Sam Stout, Terry Etim,0,1,1,100,0,0,0,288,55,19,216,15,7.0,37,18,49.0,35,22,63.0,284,53,19.0,4,2,50.0,0,0,0,0,0,2,0,0,0,0,192,69,35,143,35,25.0,8,4,50.0,41,30,74.0,188,66,36.0,4,3,75.0,0,0,0
Lightweight Bout,False,False, 3, Submission, Rear Naked Choke, Jim Miller, David Baron, David Baron, Jim Miller,0,0,1,0,1,0,1,16,7,43,14,5,36.0,2,2,100.0,0,0,0,11,5,46.0,5,2,40.0,0,0,0,0,5,6,83,5,14,0,28,15,53,21,10,48.0,2,2,100.0,5,3,60.0,11,3,28.0,2,1,50.0,15,11,74.0
Lightweight Bout,False,False, 3, Submission, Rear Naked Choke, Per Eklund, Samy Schiavo, Samy Schiavo, Per Eklund,0,1,2,50,1,0,0,56,23,41,47,16,35.0,3,1,34.0,6,6,100.0,31,10,33.0,9,6,67.0,16,7,44.0,0,1,5,20,5,3,0,42,31,73,22,14,64.0,17,14,83.0,3,3,100.0,6,3,50.0,24,19,80.0,12,9,75.0
Lightweight Bout,False,False, 3, Decision - Split,, Nate Diaz, Josh Neer, Josh Neer, Nate Diaz,0,4,8,50,4,2,0,50,26,52,40,20,50.0,7,3,43.0,3,3,100.0,10,4,40.0,30,16,54.0,10,6,60.0,0,5,11,45,0,5,0,72,40,55,47,21,45.0,19,13,69.0,6,6,100.0,23,4,18.0,27,21,78.0,22,15,69.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Clay Guida, Mac Danzig, Mac Danzig, Clay Guida,0,1,3,33,0,0,0,108,36,33,101,31,31.0,3,2,67.0,4,3,75.0,94,27,29.0,14,9,65.0,0,0,0,0,10,18,55,0,3,0,106,43,40,79,19,25.0,9,7,78.0,18,17,95.0,67,17,26.0,29,20,69.0,10,6,60.0
Middleweight Bout,False,False, 3, Decision - Split,, Alan Belcher, Ed Herman, Ed Herman, Alan Belcher,0,5,12,41,2,6,0,130,43,33,110,33,30.0,16,9,57.0,4,1,25.0,96,24,25.0,19,9,48.0,15,10,67.0,0,0,0,0,0,0,0,90,54,60,60,29,49.0,12,8,67.0,18,17,95.0,71,39,55.0,19,15,79.0,0,0,0
Light Heavyweight Bout,False,False, 1, Submission, Arm Triangle From Side Control, Eric Schafer, Houston Alexander, Houston Alexander, Eric Schafer,0,0,0,0,0,0,0,21,12,57,15,7,47.0,4,3,75.0,2,2,100.0,5,3,60.0,7,4,58.0,9,5,56.0,0,1,4,25,2,2,1,38,24,63,32,21,66.0,6,3,50.0,0,0,0,1,0,0.0,6,3,50.0,31,21,68.0
Middleweight Bout,False,False, 1, KO/TKO, Kick to Head At Distance, Alessio Sakara, Joe Vedepo, Joe Vedepo, Alessio Sakara,0,0,3,0,0,0,0,9,7,77,7,5,72.0,2,2,100.0,0,0,0,2,0,0.0,7,7,100.0,0,0,0,1,0,0,0,0,0,0,10,7,70,6,3,50.0,3,3,100.0,1,1,100.0,7,4,58.0,2,2,100.0,1,1,100.0
Middleweight Bout,False,False, 2, Submission,, Wilson Gouveia, Ryan Jensen, Ryan Jensen, Wilson Gouveia,0,2,2,100,0,1,1,72,30,41,69,28,41.0,1,0,0.0,2,2,100.0,17,5,30.0,1,1,100.0,54,24,45.0,0,1,1,100,2,1,0,19,8,42,13,3,24.0,1,1,100.0,5,4,80.0,18,7,39.0,1,1,100.0,0,0,0
Lightweight Bout,False,False, 2, KO/TKO, Punches to Head From Back Control, Joe Lauzon, Kyle Bradley, Kyle Bradley, Joe Lauzon,0,0,0,0,0,0,0,48,18,37,39,10,26.0,8,7,88.0,1,1,100.0,44,14,32.0,4,4,100.0,0,0,0,0,1,2,50,2,3,0,54,23,42,53,22,42.0,1,1,100.0,0,0,0,32,6,19.0,7,6,86.0,15,11,74.0
Light Heavyweight Bout,False,False, 2, KO/TKO, Punches to Head From Back Control, Jason Brilz, Brad Morris, Brad Morris, Jason Brilz,0,0,0,0,0,0,0,4,4,100,3,3,100.0,0,0,0,1,1,100.0,4,4,100.0,0,0,0,0,0,0,0,1,1,100,1,7,0,42,34,80,37,29,79.0,5,5,100.0,0,0,0,0,0,0,0,0,0,42,34,81.0
Middleweight Bout,False,False, 1, Submission, Kimura From North South, Mike Massenzio, Drew McFedries, Drew McFedries, Mike Massenzio,0,0,0,0,1,0,0,4,3,75,4,3,75.0,0,0,0,0,0,0,1,0,0.0,0,0,0,3,3,100.0,0,1,1,100,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middleweight Bout,False,False, 1, Submission, Rear Naked Choke, Dan Miller, Rob Kimmons, Rob Kimmons, Dan Miller,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Light Heavyweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Rashad Evans, Chuck Liddell, Chuck Liddell, Rashad Evans,0,0,0,0,0,0,0,50,10,20,45,7,16.0,3,1,34.0,2,2,100.0,47,9,20.0,3,1,34.0,0,0,0,1,0,0,0,0,0,0,35,13,37,31,9,30.0,1,1,100.0,3,3,100.0,32,13,41.0,3,0,0.0,0,0,0
Light Heavyweight Bout,False,False, 3, KO/TKO, Kick to Body At Distance, Rich Franklin, Matt Hamill, Matt Hamill, Rich Franklin,0,1,6,16,0,0,0,58,13,22,52,7,14.0,2,2,100.0,4,4,100.0,46,8,18.0,10,4,40.0,2,1,50.0,1,0,0,0,0,0,0,136,71,52,97,36,38.0,13,10,77.0,26,25,97.0,121,64,53.0,12,4,34.0,3,3,100.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Dan Henderson, Rousimar Palhares, Rousimar Palhares, Dan Henderson,0,2,16,12,1,1,0,63,27,42,57,23,41.0,3,2,67.0,3,2,67.0,53,22,42.0,8,4,50.0,2,1,50.0,1,0,0,0,0,0,0,82,42,51,81,42,52.0,1,0,0.0,0,0,0,50,24,48.0,9,4,45.0,23,14,61.0
Middleweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Nate Marquardt, Martin Kampmann, Martin Kampmann, Nate Marquardt,0,0,0,0,0,0,0,7,1,14,6,1,17.0,1,0,0.0,0,0,0,5,0,0.0,2,1,50.0,0,0,0,1,0,0,0,0,0,0,36,22,61,31,19,62.0,5,3,60.0,0,0,0,7,3,43.0,25,17,68.0,4,2,50.0
Welterweight Bout,False,False, 3, Decision - Split,, Dong Hyun Kim, Matt Brown, Matt Brown, Dong Hyun Kim,0,1,2,50,2,1,0,79,48,60,29,11,38.0,35,27,78.0,15,10,67.0,41,20,49.0,24,19,80.0,14,9,65.0,0,3,14,21,1,5,0,28,12,42,27,11,41.0,1,1,100.0,0,0,0,17,4,24.0,4,4,100.0,7,4,58.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Kurt Pellegrino, Thiago Tavares, Thiago Tavares, Kurt Pellegrino,0,1,11,9,0,0,0,72,18,25,62,13,21.0,5,3,60.0,5,2,40.0,58,12,21.0,2,0,0.0,12,6,50.0,2,1,2,50,1,5,0,97,61,62,85,50,59.0,9,8,89.0,3,3,100.0,46,22,48.0,15,9,60.0,36,30,84.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head On Ground, Tim Boetsch, Michael Patt, Michael Patt, Tim Boetsch,0,0,1,0,0,0,0,21,9,42,13,3,24.0,2,1,50.0,6,5,84.0,18,7,39.0,3,2,67.0,0,0,0,1,0,0,0,0,0,0,31,15,48,27,11,41.0,3,3,100.0,1,1,100.0,22,8,37.0,1,1,100.0,8,6,75.0
Middleweight Bout,False,False, 2, Submission, Rear Naked Choke, Jason MacDonald, Jason Lambert, Jason Lambert, Jason MacDonald,0,0,0,0,2,0,0,5,1,20,5,1,20.0,0,0,0,0,0,0,3,1,34.0,2,0,0.0,0,0,0,0,2,2,100,1,4,0,18,10,55,18,10,56.0,0,0,0,0,0,0,8,3,38.0,2,1,50.0,8,6,75.0
Welterweight Bout,False,False, 3, Decision - Split,, Ryo Chonan, Roan Carneiro, Roan Carneiro, Ryo Chonan,0,2,6,33,1,4,1,38,18,47,36,16,45.0,1,1,100.0,1,1,100.0,17,6,36.0,3,2,67.0,18,10,56.0,0,0,0,0,0,0,0,58,23,39,43,11,26.0,9,7,78.0,6,5,84.0,17,6,36.0,4,2,50.0,37,15,41.0
UFC Welterweight Title Bout,False,False, 5, Decision - Unanimous,, Georges St-Pierre, Jon Fitch, Jon Fitch, Georges St-Pierre,0,0,6,0,0,0,0,132,37,28,109,22,21.0,19,12,64.0,4,3,75.0,107,26,25.0,18,6,34.0,7,5,72.0,3,7,9,77,1,7,1,226,131,57,193,103,54.0,17,13,77.0,16,15,94.0,151,77,51.0,5,5,100.0,70,49,70.0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Brock Lesnar, Heath Herring, Heath Herring, Brock Lesnar,0,0,0,0,0,0,0,21,9,42,14,3,22.0,6,5,84.0,1,1,100.0,7,1,15.0,11,7,64.0,3,1,34.0,1,5,6,83,1,6,0,52,45,86,22,15,69.0,27,27,100.0,3,3,100.0,10,5,50.0,7,7,100.0,35,33,95.0
Lightweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Rob Emerson, Manvel Gamburyan, Manvel Gamburyan, Rob Emerson,0,0,0,0,0,0,0,3,0,0,3,0,0.0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,100,3,3,100.0,0,0,0,0,0,0,2,2,100.0,0,0,0,1,1,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Kenny Florian, Roger Huerta, Roger Huerta, Kenny Florian,0,0,5,0,0,0,0,103,33,32,75,19,26.0,9,2,23.0,19,12,64.0,88,23,27.0,10,5,50.0,5,5,100.0,0,5,7,71,0,4,0,99,51,51,77,38,50.0,13,6,47.0,9,7,78.0,69,29,43.0,16,10,63.0,14,12,86.0
Middleweight Bout,False,False, 3, Submission, Rear Naked Choke, Demian Maia, Jason MacDonald, Jason MacDonald, Demian Maia,0,0,2,0,4,2,1,15,7,46,12,4,34.0,0,0,0,3,3,100.0,8,2,25.0,2,2,100.0,5,3,60.0,0,2,4,50,3,8,1,59,30,50,53,26,50.0,4,3,75.0,2,1,50.0,9,2,23.0,5,3,60.0,45,25,56.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Tamdan McCrory, Luke Cummo, Luke Cummo, Tamdan McCrory,0,1,2,50,1,1,0,25,11,44,11,2,19.0,11,6,55.0,3,3,100.0,13,4,31.0,8,5,63.0,4,2,50.0,0,4,7,57,7,9,1,44,26,59,39,22,57.0,5,4,80.0,0,0,0,9,2,23.0,11,8,73.0,24,16,67.0
Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Cheick Kongo, Dan Evensen, Dan Evensen, Cheick Kongo,0,0,0,0,2,0,0,9,2,22,6,0,0.0,3,2,67.0,0,0,0,7,0,0.0,2,2,100.0,0,0,0,1,2,2,100,0,1,0,34,23,67,16,9,57.0,4,3,75.0,14,11,79.0,11,6,55.0,6,5,84.0,17,12,71.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Jon Jones, Andre Gusmao, Andre Gusmao, Jon Jones,0,0,1,0,0,0,0,84,34,40,49,11,23.0,20,11,56.0,15,12,80.0,43,19,45.0,41,15,37.0,0,0,0,0,2,5,40,0,2,0,102,42,41,73,25,35.0,24,16,67.0,5,1,20.0,46,13,29.0,51,26,51.0,5,3,60.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Chris Wilson, Steve Bruno, Steve Bruno, Chris Wilson,0,1,13,7,0,0,0,18,5,27,14,2,15.0,1,1,100.0,3,2,67.0,18,5,28.0,0,0,0,0,0,0,3,2,2,100,2,3,0,72,47,65,46,28,61.0,24,17,71.0,2,2,100.0,40,20,50.0,8,6,75.0,24,21,88.0
Welterweight Bout,False,False, 2, Submission, Armbar From Back Control, Ben Saunders, Ryan Thomas, Ryan Thomas, Ben Saunders,0,0,7,0,2,0,0,53,12,22,44,7,16.0,4,2,50.0,5,3,60.0,42,9,22.0,11,3,28.0,0,0,0,1,1,1,100,2,2,0,58,41,70,37,22,60.0,18,16,89.0,3,3,100.0,46,31,68.0,6,4,67.0,6,6,100.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Anderson Silva, James Irvin, James Irvin, Anderson Silva,0,0,0,0,0,0,0,3,0,0,2,0,0.0,0,0,0,1,0,0.0,3,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,13,100,11,11,100.0,0,0,0,2,2,100.0,5,5,100.0,0,0,0,8,8,100.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Brandon Vera, Reese Andy, Reese Andy, Brandon Vera,0,1,5,20,0,0,0,53,30,56,25,8,32.0,5,2,40.0,23,20,87.0,39,19,49.0,13,10,77.0,1,1,100.0,0,2,4,50,0,2,0,74,38,51,49,17,35.0,14,12,86.0,11,9,82.0,37,12,33.0,31,22,71.0,6,4,67.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Frankie Edgar, Hermes Franca, Hermes Franca, Frankie Edgar,0,0,0,0,1,0,0,38,18,47,31,13,42.0,3,2,67.0,4,3,75.0,30,14,47.0,8,4,50.0,0,0,0,0,10,11,90,0,0,0,112,69,61,94,51,55.0,11,11,100.0,7,7,100.0,19,10,53.0,8,5,63.0,85,54,64.0
Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head From Side Control, Cain Velasquez, Jake O'Brien, Jake O'Brien, Cain Velasquez,0,0,0,0,0,0,0,1,1,100,1,1,100.0,0,0,0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,1,1,100,0,1,0,26,24,92,25,23,92.0,1,1,100.0,0,0,0,1,0,0.0,1,1,100.0,24,23,96.0
Welterweight Bout,False,False, 3, KO/TKO, to Eye Injury, Kevin Burns, Anthony Johnson, Anthony Johnson, Kevin Burns,0,5,6,83,0,0,0,98,51,52,71,27,39.0,16,15,94.0,11,9,82.0,71,33,47.0,16,13,82.0,11,5,46.0,0,0,1,0,0,0,0,83,37,44,50,12,24.0,11,9,82.0,22,16,73.0,66,25,38.0,16,11,69.0,1,1,100.0
Middleweight Bout,False,False, 1, Submission, Peruvian Necktie After Drop to Ground, CB Dollaway, Jesse Taylor, Jesse Taylor, CB Dollaway,0,1,3,33,0,0,0,13,4,30,11,2,19.0,1,1,100.0,1,1,100.0,2,0,0.0,4,3,75.0,7,1,15.0,0,0,1,0,2,1,1,7,4,57,5,2,40.0,1,1,100.0,1,1,100.0,2,0,0.0,3,3,100.0,2,1,50.0
Middleweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Tim Credeur, Cale Yarbrough, Cale Yarbrough, Tim Credeur,0,0,0,0,0,0,0,22,6,27,17,2,12.0,2,2,100.0,3,2,67.0,22,6,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,19,27,66,19,29.0,2,0,0.0,0,0,0,66,17,26.0,0,0,0,2,2,100.0
Welterweight Bout,False,False, 1, KO/TKO, Kick to Head At Distance, Rory Markham, Brodie Farber, Brodie Farber, Rory Markham,0,0,0,0,0,0,0,32,18,56,30,16,54.0,0,0,0,2,2,100.0,30,17,57.0,2,1,50.0,0,0,0,1,0,0,0,0,0,0,22,6,27,21,5,24.0,1,1,100.0,0,0,0,21,5,24.0,1,1,100.0,0,0,0
Middleweight Bout,False,False, 1, Submission, Triangle Choke From Bottom Guard, Nate Loughran, Johnny Rees, Johnny Rees, Nate Loughran,0,0,0,0,0,0,0,15,7,46,14,6,43.0,1,1,100.0,0,0,0,6,2,34.0,0,0,0,9,5,56.0,0,0,0,0,2,0,0,3,1,33,0,0,0,2,0,0.0,1,1,100.0,3,1,34.0,0,0,0,0,0,0
Welterweight Bout,False,False, 2, KO/TKO, Punches to Head At Distance, Brad Blackburn, James Giboo, James Giboo, Brad Blackburn,0,0,6,0,0,0,0,33,9,27,28,4,15.0,3,3,100.0,2,2,100.0,32,9,29.0,1,0,0.0,0,0,0,4,0,0,0,0,0,0,87,53,60,77,46,60.0,5,4,80.0,5,3,60.0,52,30,58.0,8,5,63.0,27,18,67.0
Lightweight Bout,False,False, 1, Submission, Rear Naked Choke, Shannon Gugerty, Dale Hartt, Dale Hartt, Shannon Gugerty,0,0,0,0,2,0,0,6,1,16,4,0,0.0,0,0,0,2,1,50.0,6,1,17.0,0,0,0,0,0,0,0,1,1,100,2,3,0,8,3,37,5,1,20.0,0,0,0,3,2,67.0,4,2,50.0,0,0,0,4,1,25.0
UFC Light Heavyweight Title Bout,False,False, 5, Decision - Unanimous,, Forrest Griffin, Rampage Jackson, Rampage Jackson, Forrest Griffin,1,0,1,0,0,0,0,138,50,36,125,38,31.0,10,9,90.0,3,3,100.0,108,30,28.0,19,13,69.0,11,7,64.0,0,0,1,0,3,3,0,276,77,27,205,31,16.0,25,11,44.0,46,35,77.0,236,56,24.0,12,8,67.0,28,13,47.0
Middleweight Bout,False,False, 3, Decision - Split,, Patrick Cote, Ricardo Almeida, Ricardo Almeida, Patrick Cote,0,2,11,18,2,3,0,62,26,41,50,15,30.0,12,11,92.0,0,0,0,39,9,24.0,2,2,100.0,21,15,72.0,0,0,0,0,0,0,0,64,24,37,52,13,25.0,4,3,75.0,8,8,100.0,52,16,31.0,8,5,63.0,4,3,75.0
Lightweight Bout,False,False, 2, Submission, Guillotine Choke After Drop to Guard, Joe Stevenson, Gleison Tibau, Gleison Tibau, Joe Stevenson,0,5,5,100,1,2,0,24,4,16,24,4,17.0,0,0,0,0,0,0,20,3,15.0,3,0,0.0,1,1,100.0,1,1,3,33,2,0,0,27,12,44,23,8,35.0,3,3,100.0,1,1,100.0,20,6,30.0,5,4,80.0,2,2,100.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Josh Koscheck, Chris Lytle, Chris Lytle, Josh Koscheck,0,0,0,0,5,0,0,65,16,24,56,11,20.0,4,3,75.0,5,2,40.0,62,14,23.0,3,2,67.0,0,0,0,0,2,4,50,0,3,0,58,38,65,53,33,63.0,3,3,100.0,2,2,100.0,15,5,34.0,5,4,80.0,38,29,77.0
