Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
Lightweight Bout,False,False, 2, Submission, Rear Naked Choke, Kurt Pellegrino, Rob Emerson, Rob Emerson, Kurt Pellegrino,0,2,5,40,0,0,0,77,21,27,67,13,20.0,2,1,50.0,8,7,88.0,68,17,25.0,1,1,100.0,8,3,38.0,0,1,5,20,1,3,0,58,16,27,49,10,21.0,6,4,67.0,3,2,67.0,54,12,23.0,1,1,100.0,3,3,100.0
Middleweight Bout,False,False, 1, Submission, Guillotine Choke From Bottom Half Guard, Dan Miller, Jake Rosholt, Jake Rosholt, Dan Miller,0,1,2,50,0,0,0,4,2,50,4,2,50.0,0,0,0,0,0,0,2,1,50.0,0,0,0,2,1,50.0,0,0,0,0,2,0,1,6,2,33,6,2,34.0,0,0,0,0,0,0,4,0,0.0,1,1,100.0,1,1,100.0
Lightweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Matt Veach, Matt Grice, Matt Grice, Matt Veach,1,0,0,0,1,2,0,48,29,60,45,26,58.0,2,2,100.0,1,1,100.0,15,6,40.0,15,9,60.0,18,14,78.0,1,1,3,33,0,0,0,29,12,41,27,11,41.0,1,0,0.0,1,1,100.0,13,5,39.0,10,5,50.0,6,2,34.0
Lightweight Bout,False,False, 1, Submission, Guillotine Choke After Drop to Guard, Gleison Tibau, Rich Clementi, Rich Clementi, Gleison Tibau,0,0,1,0,0,0,0,9,1,11,6,0,0.0,2,1,50.0,1,0,0.0,6,0,0.0,3,1,34.0,0,0,0,0,2,3,66,1,5,0,10,7,70,8,5,63.0,0,0,0,2,2,100.0,2,2,100.0,4,3,75.0,4,2,50.0
Middleweight Bout,False,False, 2, Submission, Keylock From Half Guard, Nick Catone, Derek Downey, Derek Downey, Nick Catone,0,1,6,16,0,0,0,2,2,100,0,0,0,2,2,100.0,0,0,0,0,0,0,2,2,100.0,0,0,0,0,4,4,100,2,4,0,24,21,87,24,21,88.0,0,0,0,0,0,0,1,1,100.0,4,3,75.0,19,17,90.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Matthew Riddle, Steve Bruno, Steve Bruno, Matthew Riddle,0,1,1,100,0,0,0,35,22,62,18,11,62.0,3,1,34.0,14,10,72.0,27,18,67.0,8,4,50.0,0,0,0,0,4,7,57,0,7,0,81,48,59,45,18,40.0,29,24,83.0,7,6,86.0,19,3,16.0,25,17,68.0,37,28,76.0
UFC Welterweight Title Bout,False,False, 4, KO/TKO, to Corner Stoppage, Georges St-Pierre, BJ Penn, BJ Penn, Georges St-Pierre,0,0,1,0,0,0,0,37,16,43,28,8,29.0,5,4,80.0,4,4,100.0,27,8,30.0,10,8,80.0,0,0,0,0,4,7,57,0,10,0,122,92,75,75,51,68.0,32,28,88.0,15,13,87.0,43,30,70.0,28,23,83.0,51,39,77.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head On Ground, Lyoto Machida, Thiago Silva, Thiago Silva, Lyoto Machida,0,0,2,0,0,0,0,10,2,20,5,1,20.0,5,1,20.0,0,0,0,8,0,0.0,2,2,100.0,0,0,0,2,2,3,66,0,1,0,40,24,60,29,16,56.0,5,4,80.0,6,4,67.0,20,10,50.0,2,2,100.0,18,12,67.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Jon Jones, Stephan Bonnar, Stephan Bonnar, Jon Jones,0,0,2,0,0,0,0,76,37,48,46,15,33.0,13,10,77.0,17,12,71.0,39,8,21.0,36,28,78.0,1,1,100.0,1,7,10,70,0,4,0,62,45,72,35,24,69.0,22,16,73.0,5,5,100.0,23,13,57.0,27,22,82.0,12,10,84.0
Welterweight Bout,False,True, 3, Overturned,, Karo Parisyan, Dong Hyun Kim,,,0,2,12,16,1,1,0,47,24,51,34,13,39.0,1,1,100.0,12,10,84.0,25,7,29.0,20,15,75.0,2,2,100.0,0,2,6,33,2,2,0,35,19,54,20,5,25.0,3,3,100.0,12,11,92.0,16,1,7.0,17,16,95.0,2,2,100.0
Welterweight Bout,False,True, 3, Overturned,, Karo Parisyan, Dong Hyun Kim,,,0,2,12,16,1,1,0,47,24,51,34,13,39.0,1,1,100.0,12,10,84.0,25,7,29.0,20,15,75.0,2,2,100.0,0,2,6,33,2,2,0,35,19,54,20,5,25.0,3,3,100.0,12,11,92.0,16,1,7.0,17,16,95.0,2,2,100.0
Lightweight Bout,False,False, 3, Decision - Split,, Clay Guida, Nate Diaz, Nate Diaz, Clay Guida,0,0,8,0,0,0,0,135,49,36,120,39,33.0,11,7,64.0,4,3,75.0,117,36,31.0,17,12,71.0,1,1,100.0,0,4,11,36,1,2,0,99,49,49,59,15,26.0,9,4,45.0,31,30,97.0,57,21,37.0,29,19,66.0,13,9,70.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Jon Fitch, Akihiro Gono, Akihiro Gono, Jon Fitch,0,0,0,0,0,0,1,20,7,35,10,1,10.0,6,3,50.0,4,3,75.0,15,4,27.0,3,2,67.0,2,1,50.0,0,4,7,57,2,4,0,70,40,57,40,15,38.0,22,18,82.0,8,7,88.0,27,11,41.0,20,16,80.0,23,13,57.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Thiago Tavares, Manvel Gamburyan, Manvel Gamburyan, Thiago Tavares,0,1,5,20,1,0,0,86,26,30,76,18,24.0,4,3,75.0,6,5,84.0,71,18,26.0,4,3,75.0,11,5,46.0,0,3,7,42,0,0,0,64,27,42,60,24,40.0,4,3,75.0,0,0,0,44,17,39.0,3,1,34.0,17,9,53.0
Welterweight Bout,False,False, 3, Decision - Split,, John Howard, Chris Wilson, Chris Wilson, John Howard,0,2,6,33,2,0,1,82,45,54,47,18,39.0,24,19,80.0,11,8,73.0,49,23,47.0,10,6,60.0,23,16,70.0,0,7,7,100,2,3,1,41,21,51,32,13,41.0,4,4,100.0,5,4,80.0,24,10,42.0,4,2,50.0,13,9,70.0
Light Heavyweight Bout,False,False, 3, Decision - Split,, Jake O'Brien, Christian Wellisch, Christian Wellisch, Jake O'Brien,0,0,1,0,0,0,0,179,46,25,158,31,20.0,4,3,75.0,17,12,71.0,172,44,26.0,7,2,29.0,0,0,0,1,9,11,81,0,0,0,84,25,29,84,25,30.0,0,0,0,0,0,0,67,17,26.0,9,5,56.0,8,3,38.0
Welterweight Bout,False,False, 3, Decision - Split,, Dan Cramer, Matt Arroyo, Matt Arroyo, Dan Cramer,0,2,5,40,5,2,0,25,16,64,18,10,56.0,5,4,80.0,2,2,100.0,11,4,37.0,2,0,0.0,12,12,100.0,0,0,0,0,0,0,2,68,24,35,66,22,34.0,1,1,100.0,1,1,100.0,3,2,67.0,0,0,0,65,22,34.0
Light Heavyweight Bout,False,False, 3, Decision - Split,, Dan Henderson, Rich Franklin, Rich Franklin, Dan Henderson,0,0,0,0,0,0,0,96,39,40,66,14,22.0,27,22,82.0,3,3,100.0,82,31,38.0,13,8,62.0,1,0,0.0,0,4,6,66,0,2,0,88,36,40,64,18,29.0,5,3,60.0,19,15,79.0,59,21,36.0,8,4,50.0,21,11,53.0
Light Heavyweight Bout,False,False, 3, KO/TKO, Punches to Head At Distance, Mauricio Rua, Mark Coleman, Mark Coleman, Mauricio Rua,0,7,9,77,0,1,0,69,31,44,64,26,41.0,4,4,100.0,1,1,100.0,45,12,27.0,7,7,100.0,17,12,71.0,2,1,2,50,2,1,0,102,62,60,69,34,50.0,21,19,91.0,12,9,75.0,72,39,55.0,23,17,74.0,7,6,86.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Rousimar Palhares, Jeremy Horn, Jeremy Horn, Rousimar Palhares,0,1,1,100,1,2,0,36,7,19,34,5,15.0,1,1,100.0,1,1,100.0,31,6,20.0,3,0,0.0,2,1,50.0,0,7,10,70,0,9,0,35,18,51,32,17,54.0,3,1,34.0,0,0,0,14,5,36.0,2,1,50.0,19,12,64.0
Middleweight Bout,False,False, 2, Submission, Guillotine Choke After Drop to Guard, Alan Belcher, Denis Kang, Denis Kang, Alan Belcher,0,3,5,60,1,5,0,55,26,47,45,17,38.0,8,7,88.0,2,2,100.0,39,16,42.0,4,3,75.0,12,7,59.0,0,0,0,0,1,0,0,28,9,32,19,3,16.0,5,2,40.0,4,4,100.0,27,8,30.0,1,1,100.0,0,0,0
Welterweight Bout,False,False, 3, Decision - Split,, Marcus Davis, Chris Lytle, Chris Lytle, Marcus Davis,0,0,0,0,0,0,0,198,73,36,150,34,23.0,19,14,74.0,29,25,87.0,167,58,35.0,31,15,49.0,0,0,0,0,0,1,0,0,0,0,166,59,35,122,29,24.0,40,27,68.0,4,3,75.0,154,53,35.0,12,6,50.0,0,0,0
Welterweight Bout,False,False, 1, KO/TKO, Elbows to Head From Back Control, John Hathaway, Tom Egan, Tom Egan, John Hathaway,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,5,7,71,0,3,0,36,18,50,32,14,44.0,2,2,100.0,2,2,100.0,3,2,67.0,2,2,100.0,31,14,46.0
Welterweight Bout,False,False, 2, KO/TKO, Punches to Head From Back Control, Martin Kampmann, Alexandre Barros, Alexandre Barros, Martin Kampmann,0,1,2,50,0,1,0,20,8,40,12,1,9.0,1,1,100.0,7,6,86.0,15,4,27.0,3,3,100.0,2,1,50.0,1,0,1,0,2,3,0,52,33,63,42,26,62.0,9,6,67.0,1,1,100.0,16,4,25.0,10,6,60.0,26,23,89.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head From Mount, Eric Schafer, Antonio Mendes, Antonio Mendes, Eric Schafer,0,0,0,0,0,0,0,5,3,60,4,2,50.0,0,0,0,1,1,100.0,4,2,50.0,0,0,0,1,1,100.0,0,0,1,0,0,3,1,30,22,73,30,22,74.0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,74.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head On Ground, Tomasz Drwal, Ivan Serati, Ivan Serati, Tomasz Drwal,0,0,2,0,0,0,0,11,3,27,10,2,20.0,0,0,0,1,1,100.0,4,1,25.0,7,2,29.0,0,0,0,0,1,1,100,0,0,0,22,14,63,19,11,58.0,1,1,100.0,2,2,100.0,8,5,63.0,5,2,40.0,9,7,78.0
Lightweight Bout,False,False, 3, KO/TKO, Spinning Back Kick Body, Dennis Siver, Nate Mohr, Nate Mohr, Dennis Siver,0,1,2,50,0,1,0,102,48,47,63,17,27.0,13,10,77.0,26,21,81.0,92,42,46.0,2,2,100.0,8,4,50.0,1,0,1,0,0,0,0,190,48,25,159,28,18.0,9,2,23.0,22,18,82.0,181,42,24.0,9,6,67.0,0,0,0
UFC Light Heavyweight Title Bout,False,False, 3, KO/TKO, Punches to Head On Ground, Rashad Evans, Forrest Griffin, Forrest Griffin, Rashad Evans,0,0,0,0,0,0,0,149,50,33,100,16,16.0,17,10,59.0,32,24,75.0,141,44,32.0,8,6,75.0,0,0,0,0,1,1,100,0,1,0,103,49,47,96,44,46.0,2,1,50.0,5,4,80.0,64,24,38.0,0,0,0,39,25,65.0
UFC Interim Heavyweight Title Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Frank Mir, Minotauro Nogueira, Minotauro Nogueira, Frank Mir,0,0,0,0,0,0,0,38,10,26,35,8,23.0,1,0,0.0,2,2,100.0,35,9,26.0,1,0,0.0,2,1,50.0,3,1,1,100,0,0,0,101,37,36,91,30,33.0,3,2,67.0,7,5,72.0,79,25,32.0,3,2,67.0,19,10,53.0
Middleweight Bout,False,False, 1, KO/TKO, Punches to Head From Mount, CB Dollaway, Mike Massenzio, Mike Massenzio, CB Dollaway,1,0,0,0,2,0,0,6,3,50,6,3,50.0,0,0,0,0,0,0,6,3,50.0,0,0,0,0,0,0,0,1,1,100,0,2,0,19,9,47,16,8,50.0,3,1,34.0,0,0,0,8,3,38.0,2,0,0.0,9,6,67.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Rampage Jackson, Wanderlei Silva, Wanderlei Silva, Rampage Jackson,0,0,0,0,0,0,0,26,7,26,21,4,20.0,0,0,0,5,3,60.0,25,6,24.0,1,1,100.0,0,0,0,1,0,1,0,0,0,0,20,11,55,19,10,53.0,0,0,0,1,1,100.0,18,9,50.0,0,0,0,2,2,100.0
Heavyweight Bout,False,False, 1, KO/TKO, Elbows to Head On Ground, Cheick Kongo, Mostapha Al-Turk, Mostapha Al-Turk, Cheick Kongo,0,0,7,0,0,0,0,9,4,44,4,0,0.0,2,1,50.0,3,3,100.0,5,1,20.0,4,3,75.0,0,0,0,1,1,1,100,0,0,0,44,34,77,32,23,72.0,2,2,100.0,10,9,90.0,11,6,55.0,6,6,100.0,27,22,82.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Yushin Okami, Dean Lister, Dean Lister, Yushin Okami,0,0,11,0,0,0,0,39,6,15,33,2,7.0,1,0,0.0,5,4,80.0,36,6,17.0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,77,39,50,70,32,46.0,6,6,100.0,1,1,100.0,44,16,37.0,6,6,100.0,27,17,63.0
Heavyweight Bout,False,False, 2, KO/TKO, Punches to Head From Mount, Antoni Hardonk, Mike Wessel, Mike Wessel, Antoni Hardonk,0,3,6,50,0,3,0,23,13,56,17,8,48.0,6,5,84.0,0,0,0,5,2,40.0,12,8,67.0,6,3,50.0,0,0,0,0,2,1,1,59,46,77,46,34,74.0,8,8,100.0,5,4,80.0,11,4,37.0,21,17,81.0,27,25,93.0
Light Heavyweight Bout,False,False, 2, KO/TKO, Punches to Head From Half Guard, Matt Hamill, Reese Andy, Reese Andy, Matt Hamill,0,0,0,0,0,0,0,73,34,46,54,20,38.0,5,3,60.0,14,11,79.0,60,28,47.0,13,6,47.0,0,0,0,0,1,1,100,0,1,0,115,40,34,107,34,32.0,6,5,84.0,2,1,50.0,99,28,29.0,5,4,80.0,11,8,73.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Brad Blackburn, Ryo Chonan, Ryo Chonan, Brad Blackburn,0,0,2,0,0,0,0,181,63,34,144,31,22.0,23,20,87.0,14,12,86.0,179,62,35.0,1,0,0.0,1,1,100.0,1,0,1,0,0,0,0,296,79,26,254,48,19.0,19,10,53.0,23,21,92.0,291,76,27.0,1,1,100.0,4,2,50.0
Heavyweight Bout,False,False, 1, KO/TKO, Kicks to Leg At Distance, Pat Barry, Dan Evensen, Dan Evensen, Pat Barry,0,0,1,0,0,0,0,10,0,0,8,0,0.0,2,0,0.0,0,0,0,10,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,46,6,1,17.0,2,1,50.0,5,4,80.0,13,6,47.0,0,0,0,0,0,0
Ultimate Fighter 8 Lightweight Tournament Title Bout,False,False, 3, Decision - Unanimous,, Efrain Escudero, Phillipe Nover, Phillipe Nover, Efrain Escudero,0,0,1,0,2,1,1,55,20,36,36,9,25.0,9,4,45.0,10,7,70.0,40,11,28.0,11,7,64.0,4,2,50.0,0,7,8,87,0,5,0,45,27,60,22,9,41.0,8,4,50.0,15,14,94.0,13,4,31.0,9,6,67.0,23,17,74.0
Ultimate Fighter 8 Light Heavyweight Tournament Title Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Ryan Bader, Vinny Magalhaes, Vinny Magalhaes, Ryan Bader,0,0,0,0,0,0,0,20,4,20,14,1,8.0,5,3,60.0,1,0,0.0,20,4,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,15,50,24,9,38.0,2,2,100.0,4,4,100.0,26,12,47.0,0,0,0,4,3,75.0
Welterweight Bout,False,False, 3, KO/TKO, Kick to Head At Distance, Anthony Johnson, Kevin Burns, Kevin Burns, Anthony Johnson,0,0,0,0,2,0,0,45,17,37,32,7,22.0,3,1,34.0,10,9,90.0,45,17,38.0,0,0,0,0,0,0,1,3,3,100,0,2,0,64,35,54,39,15,39.0,12,9,75.0,13,11,85.0,38,23,61.0,0,0,0,26,12,47.0
Middleweight Bout,False,False, 1, KO/TKO, Elbow to Head From Half Guard Submission to Strikes, Wilson Gouveia, Jason MacDonald, Jason MacDonald, Wilson Gouveia,0,1,4,25,0,0,0,13,6,46,7,0,0.0,1,1,100.0,5,5,100.0,9,2,23.0,4,4,100.0,0,0,0,1,0,0,0,0,1,0,28,18,64,26,17,66.0,0,0,0,2,1,50.0,10,4,40.0,0,0,0,18,14,78.0
Lightweight Bout,False,False, 2, Submission, Armbar From Side Control, Junie Browning, David Kaplan, David Kaplan, Junie Browning,0,2,2,100,1,0,1,29,12,41,17,5,30.0,4,3,75.0,8,4,50.0,22,8,37.0,7,4,58.0,0,0,0,0,2,2,100,2,6,1,63,31,49,50,21,42.0,6,5,84.0,7,5,72.0,48,25,53.0,7,3,43.0,8,3,38.0
Light Heavyweight Bout,False,False, 2, Submission, Kimura From Half Guard, Krzysztof Soszynski, Shane Primm, Shane Primm, Krzysztof Soszynski,0,1,5,20,0,0,0,26,7,26,19,2,11.0,6,4,67.0,1,1,100.0,14,1,8.0,12,6,50.0,0,0,0,0,0,0,0,1,4,0,50,19,38,47,16,35.0,2,2,100.0,1,1,100.0,33,9,28.0,8,4,50.0,9,6,67.0
Light Heavyweight Bout,False,False, 1, Submission, Rear Naked Choke, Eliot Marshall, Jules Bruchez, Jules Bruchez, Eliot Marshall,0,0,0,0,0,0,0,2,1,50,1,0,0.0,0,0,0,1,1,100.0,1,0,0.0,1,1,100.0,0,0,0,0,1,1,100,2,3,0,15,8,53,15,8,54.0,0,0,0,0,0,0,11,5,46.0,3,2,67.0,1,1,100.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Tom Lawlor, Kyle Kingsbury, Kyle Kingsbury, Tom Lawlor,0,0,0,0,0,0,0,22,10,45,18,6,34.0,3,3,100.0,1,1,100.0,10,1,10.0,8,5,63.0,4,4,100.0,0,7,19,36,0,2,0,22,14,63,22,14,64.0,0,0,0,0,0,0,0,0,0,4,2,50.0,18,12,67.0
Lightweight Bout,False,False, 3, Decision - Split,, Shane Nelson, George Roop, George Roop, Shane Nelson,0,1,1,100,0,1,0,74,21,28,56,10,18.0,15,8,54.0,3,3,100.0,45,8,18.0,21,9,43.0,8,4,50.0,0,3,10,30,2,4,0,32,10,31,32,10,32.0,0,0,0,0,0,0,9,1,12.0,3,1,34.0,20,8,40.0
Lightweight Bout,False,False, 2, Submission, Guillotine Choke After Drop to Guard, Rolando Delgado, John Polakowski, John Polakowski, Rolando Delgado,0,0,0,0,1,0,0,23,1,4,22,1,5.0,1,0,0.0,0,0,0,23,1,5.0,0,0,0,0,0,0,1,1,4,25,3,4,0,27,15,55,16,8,50.0,10,7,70.0,1,0,0.0,18,9,50.0,0,0,0,9,6,67.0
Welterweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Josh Koscheck, Yoshiyuki Yoshida, Yoshiyuki Yoshida, Josh Koscheck,0,0,0,0,0,0,0,17,6,35,6,1,17.0,4,2,50.0,7,3,43.0,15,5,34.0,2,1,50.0,0,0,0,1,0,0,0,0,0,0,16,6,37,16,6,38.0,0,0,0,0,0,0,14,5,36.0,2,1,50.0,0,0,0
Welterweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Mike Swick, Jonathan Goulet, Jonathan Goulet, Mike Swick,0,0,1,0,0,0,0,3,1,33,3,1,34.0,0,0,0,0,0,0,3,1,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,7,87,8,7,88.0,0,0,0,0,0,0,3,2,67.0,0,0,0,5,5,100.0
Light Heavyweight Bout,False,False, 1, Submission, Armbar From Mount Technical Submission, Steve Cantwell, Razak Al-Hassan, Razak Al-Hassan, Steve Cantwell,0,0,1,0,0,0,0,56,13,23,46,5,11.0,3,2,67.0,7,6,86.0,53,12,23.0,3,1,34.0,0,0,0,0,1,1,100,1,2,0,29,15,51,22,9,41.0,5,4,80.0,2,2,100.0,24,12,50.0,2,1,50.0,3,2,67.0
Middleweight Bout,False,False, 2, KO/TKO, to Rib Injury, Tim Credeur, Nate Loughran, Nate Loughran, Tim Credeur,0,0,3,0,0,0,0,62,25,40,31,6,20.0,19,12,64.0,12,7,59.0,60,24,40.0,2,1,50.0,0,0,0,0,1,1,100,0,2,0,131,52,39,115,39,34.0,13,10,77.0,3,3,100.0,116,44,38.0,8,6,75.0,7,2,29.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Jim Miller, Matt Wiman, Matt Wiman, Jim Miller,0,1,3,33,0,0,1,56,20,35,48,13,28.0,5,4,80.0,3,3,100.0,44,15,35.0,12,5,42.0,0,0,0,0,4,6,66,2,3,1,137,61,44,120,50,42.0,14,9,65.0,3,2,67.0,56,18,33.0,38,19,50.0,43,24,56.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Luigi Fioravanti, Brodie Farber, Brodie Farber, Luigi Fioravanti,0,1,2,50,1,0,0,29,10,34,17,2,12.0,8,6,75.0,4,2,50.0,18,3,17.0,7,6,86.0,4,1,25.0,0,8,10,80,5,10,0,55,30,54,37,15,41.0,4,3,75.0,14,12,86.0,25,12,48.0,12,6,50.0,18,12,67.0
Welterweight Bout,False,False, 2, Submission, Rear Naked Choke, Steve Bruno, Johnny Rees, Johnny Rees, Steve Bruno,0,1,4,25,0,1,0,52,36,69,26,15,58.0,18,15,84.0,8,6,75.0,12,4,34.0,35,27,78.0,5,5,100.0,0,3,6,50,1,3,0,18,10,55,11,5,46.0,2,2,100.0,5,3,60.0,7,2,29.0,8,5,63.0,3,3,100.0
Welterweight Bout,False,False, 1, KO/TKO, Knees to Head In Clinch, Ben Saunders, Brandon Wolff, Brandon Wolff, Ben Saunders,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,51,42,82,43,35,82.0,7,6,86.0,1,1,100.0,10,7,70.0,41,35,86.0,0,0,0
Lightweight Bout,False,False, 2, KO/TKO, to Leg Injury, Dale Hartt, Corey Hill, Corey Hill, Dale Hartt,0,2,3,66,0,2,0,25,8,32,18,4,23.0,3,2,67.0,4,2,50.0,22,7,32.0,0,0,0,3,1,34.0,0,0,0,0,0,0,0,18,8,44,6,0,0.0,1,1,100.0,11,7,64.0,17,8,48.0,1,0,0.0,0,0,0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Justin McCully, Eddie Sanchez, Eddie Sanchez, Justin McCully,1,0,4,0,0,1,0,100,42,42,84,28,34.0,13,11,85.0,3,3,100.0,63,18,29.0,35,22,63.0,2,2,100.0,1,1,4,25,0,0,0,88,40,45,66,29,44.0,6,4,67.0,16,7,44.0,61,24,40.0,27,16,60.0,0,0,0
UFC Heavyweight Title Bout,False,False, 2, KO/TKO, Punches to Head On Ground, Brock Lesnar, Randy Couture, Randy Couture, Brock Lesnar,0,1,3,33,0,0,0,19,11,57,13,6,47.0,1,1,100.0,5,4,80.0,8,3,38.0,11,8,73.0,0,0,0,1,2,4,50,0,2,0,42,31,73,32,21,66.0,6,6,100.0,4,4,100.0,15,5,34.0,13,12,93.0,14,14,100.0
Lightweight Bout,False,False, 1, Submission, Rear Naked Choke, Kenny Florian, Joe Stevenson, Joe Stevenson, Kenny Florian,0,1,3,33,0,0,0,18,6,33,13,3,24.0,4,2,50.0,1,1,100.0,15,3,20.0,3,3,100.0,0,0,0,0,1,2,50,1,4,0,37,17,45,32,13,41.0,4,3,75.0,1,1,100.0,25,10,40.0,3,2,67.0,9,5,56.0
Welterweight Bout,False,False, 1, Submission, Armbar From Bottom Guard, Dustin Hazelett, Tamdan McCrory, Tamdan McCrory, Dustin Hazelett,0,0,0,0,0,0,0,28,15,53,18,6,34.0,5,4,80.0,5,5,100.0,21,11,53.0,7,4,58.0,0,0,0,0,0,0,0,3,0,0,21,10,47,14,5,36.0,4,3,75.0,3,2,67.0,19,9,48.0,0,0,0,2,1,50.0
Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Gabriel Gonzaga, Josh Hendricks, Josh Hendricks, Gabriel Gonzaga,0,0,0,0,0,0,0,5,1,20,5,1,20.0,0,0,0,0,0,0,2,0,0.0,3,1,34.0,0,0,0,1,0,0,0,0,0,0,17,12,70,11,7,64.0,6,5,84.0,0,0,0,7,3,43.0,8,7,88.0,2,2,100.0
Middleweight Bout,False,False, 1, Submission, Rear Naked Choke, Demian Maia, Nate Quarry, Nate Quarry, Demian Maia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,3,0,4,2,50,4,2,50.0,0,0,0,0,0,0,2,0,0.0,0,0,0,2,2,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Aaron Riley, Jorge Gurgel, Jorge Gurgel, Aaron Riley,0,1,4,25,0,0,0,199,70,35,166,46,28.0,26,21,81.0,7,3,43.0,174,56,33.0,25,14,57.0,0,0,0,0,1,1,100,0,0,0,222,98,44,172,63,37.0,27,21,78.0,23,14,61.0,181,69,39.0,29,21,73.0,12,8,67.0
Lightweight Bout,False,False, 3, KO/TKO, Punch to Head At Distance, Jeremy Stephens, Rafael Dos Anjos, Rafael Dos Anjos, Jeremy Stephens,0,4,6,66,2,3,0,18,9,50,12,4,34.0,0,0,0,6,5,84.0,16,8,50.0,2,1,50.0,0,0,0,1,0,0,0,0,0,2,46,22,47,36,13,37.0,6,5,84.0,4,4,100.0,26,9,35.0,1,1,100.0,19,12,64.0
Lightweight Bout,False,False, 3, Submission, Rear Naked Choke, Mark Bocek, Alvin Robinson, Alvin Robinson, Mark Bocek,0,0,1,0,0,0,2,14,5,35,14,5,36.0,0,0,0,0,0,0,14,5,36.0,0,0,0,0,0,0,0,1,1,100,6,12,2,44,21,47,38,15,40.0,6,6,100.0,0,0,0,8,2,25.0,1,1,100.0,35,18,52.0
